Device ID
1
2
68
130
76
120
84
235
273
256
267
266
264
475
620
590
554
506
139
451
446
619
557
705
705
63
1
1
49
43
232
236
201
211
222
197
177
182
189
160
141
201
206
258
281
306
313
314
298
269
287
266
436
471
511
307
502
570
625
598
524
527
521
502
518
635
597
538
553
599
556
511
500
494
427
363
421
395
505
643
631
587
553
538
537
543
792
797
932
895
928
990
1002
1058
1030
988
932
972
963
1096
1262
1442
1361
1468
1596
1687
1659
1899
1946
1986
2048
2053
1983
2109
2242
2314
2097
2119
2126
2243
2253
2256
2200
2164
1955
2079
2100
2098
2430
2431
2292
2020
1893
1953
2039
2453
2445
1727
2027
2014
2091
2398
2541
2298
2218
2100
2130
2360
2090
2401
2365
2184
2257
2370
2600
3032
3326
3494
3265
3093
3335
3389
3617
3826
3855
3664
3093
3367
3591
3653
3770
3683
3458
1628
2323
2676
2809
2564
3327
3296
3276
3368
2300
3876
4215
4153
3946
3736
3733
3448
4108
4395
4205
4368
3738
4134
4082
4006
3940
2231
3825
1539
2928
1833
3844
4749
6123
4591
4767
4596
3498
3445
4059
5277
4349
4318
4517
5075
5408
5896
6268
5463
4811
4895
4678
3655
2628
4514
4633
4900
4669
4802
4630
4621
5433
4886
4429
4192
3735
3946
4215
4587
3870
2868
3250
1655
4114
3777
3424
2415
5258
3623
807
3118
4220
5289
4278
3999
4174
3942
3974
3795
5453
4117
3393
3562
3276
4342
5038
5665
5514
4556
4315
4324
4794
5228
5582
5379
4816
4674
4627
4658
5449
5701
5460
5162
5378
5187
5022
3760
4073
3511
4234
5263
5093
5527
6360
6105
6233
5146
3634
5514
5425
5635
6324
5191
5037
5374
5787
4657
6360
6370
4148
3636
4677
5347
6457
9527
11040
9873
9232
9994
9637
9810
9813
3698
